Date,Change_Price,RSI,50MA,200MA,14-high,14-low,%K,SC,MACD,Log_Returns,Signal_MACD,Target
2019-03-22,-5.2855224609375,54.61018938978453,262.36460968017576,262.798643951416,285.17999267578125,272.4200134277344,-24.14480088204554,-4.696996200365045,0.7191145913868695,-0.019433972454797832,2.757731230198213,0
2019-03-25,-0.20257568359375,54.08425830660103,262.77539978027346,262.8320121765137,285.17999267578125,272.4200134277344,-25.732387191206332,-10.866443923061917,0.593614827105398,-0.0007524042037099221,2.6795505675050855,0
2019-03-26,2.006195068359375,58.36111569754158,263.2243927001953,262.8755534362793,285.17999267578125,272.4200134277344,-10.009829737467085,-19.962339270239795,0.561794194218578,0.007426544705189109,2.598697298828401,1
2019-03-27,-1.417877197265625,54.49753350882097,263.67537292480466,262.9081260681152,285.17999267578125,272.4200134277344,-21.121738069783962,-18.9546516661526,0.47654261602252745,-0.005242984887965818,2.491862995062027,0
2019-03-28,1.022369384765625,56.72230101370589,264.09014404296875,262.9440600585938,285.17999267578125,275.2300109863281,-45.05292279191881,-25.39483019972343,0.4412768884736238,0.003783249989597337,2.3849765591822845,1
2019-03-29,1.707244873046875,60.22003484048912,264.5269613647461,262.98682723999025,285.17999267578125,277.6400146484375,-68.77362690735418,-44.9827625896858,0.46876108026049224,0.0062858799298819434,2.30546286232522,1
2019-04-01,3.231109619140625,65.84608552324708,264.99037353515627,263.0499606323242,286.1600036621094,277.6400146484375,-22.939075803326133,-45.58854183419985,0.5977598326447833,0.011789493260595307,2.2935699580165583,1
2019-04-02,0.135040283203125,66.06211862459212,265.3892663574219,263.1104574584961,286.2300109863281,277.6400146484375,-21.180060893074746,-37.63092120125183,0.6881402719137668,0.0004897144299178535,2.3216108811137333,1
2019-04-03,0.43402099609375,66.78921345641433,265.86598052978513,263.1748068237305,287.760009765625,277.6400146484375,-13.689190982232248,-19.269442559544522,0.7588750201512084,0.0015723256296524823,2.3748447327508804,1
2019-04-04,0.733001708984375,68.03476902723422,266.34679138183594,263.24552947998046,287.760009765625,277.6400146484375,-6.446087596347539,-13.771779823884991,0.8244847353116143,0.00264984107244981,2.4473602800939664,1
2019-04-05,1.340667724609375,70.23369083227506,266.8517272949219,263.3279927062988,288.6300048828125,277.6400146484375,6.263190047761857,-4.62402951027279,0.9070775219953475,0.004828495149989287,2.5439713773456836,1
2019-04-08,0.21221923828125,70.57870898476705,267.31807830810544,263.4092835998535,288.9100036621094,277.6400146484375,7.9906307965176895,2.6025777493105227,0.9600062714120554,0.0007621874731906786,2.648208193751156,1
2019-04-09,-1.427490234375,65.11170834135615,267.794674987793,263.4916581726074,288.9100036621094,277.6400146484375,-4.6756657956376335,3.192718349547158,0.9304736772631941,-0.005138069147189839,2.722949821907238,0
2019-04-10,0.94525146484375,66.93797329041507,268.2968988037109,263.5763829040527,288.9100036621094,277.6400146484375,3.7116668246252997,2.3422106085016385,0.9258005504538005,0.0034052633146099964,2.7841611394441226,1
2019-04-11,-0.077178955078125,66.63128409142726,268.71749084472657,263.6784944152832,288.9100036621094,277.6400146484375,3.0268484544876046,0.6876164944916101,0.902761184996848,-0.0002776024409527622,2.8261061104314535,0
2019-04-12,1.88079833984375,70.21292324192898,269.13056701660156,263.78715850830076,290.4700012207031,277.92999267578125,15.406255855890935,7.381590378334466,0.9373034776591567,0.006743134542964491,2.877342255514816,1
2019-04-15,-0.183319091796875,69.43067629414863,269.53747924804685,263.9055980682373,290.4700012207031,277.92999267578125,13.944382116808749,10.792495475728948,0.9394922181309653,-0.000655248652775775,2.922233251062912,0
2019-04-16,0.183319091796875,69.79310087976572,269.9115686035156,264.0176360321045,291.010009765625,279.07000732421875,6.63258785942492,11.994408610708055,0.9307579468173799,0.000655248652775775,2.9570583579995224,1
2019-04-17,-0.684814453125,66.61579560780126,270.25006591796875,264.1243968963623,291.42999267578125,281.1400146484375,-19.07575137462854,0.500406200534897,0.8826009233829382,-0.0024499711794891965,2.966083222525703,0
2019-04-18,0.549774169921875,67.88000220716978,270.6064727783203,264.23115028381346,291.42999267578125,284.3999938964844,-66.47363463116267,-26.305599382122242,0.8505732346914101,0.0019673300795410853,2.9604749187782824,1
